GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	Q9LXR9	PGPP1	involved_in	GO:0015979	photosynthesis	ECO:0000315	IMP	PMID:27541283		3702	UniProt		P
UniProtKB	Q9LXX5	PPD6	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002683	3702	InterPro		P
UniProtKB	Q9LYN2	FER3	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000316	IGI	PMID:18826427	AGI_LocusCode:At2g40300|AGI_LocusCode:At5g01600	3702	TAIR		P
UniProtKB	Q9LZP9	CP12-2	acts_upstream_of_or_within	GO:0019253	reductive pentose-phosphate cycle	ECO:0000304	TAS	PMID:15533878		3702	TAIR		P
UniProtKB	Q9LZP9	CP12-2	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	3702	UniProt		P
UniProtKB	Q9M024	TAAC	acts_upstream_of_or_within	GO:0010206	photosystem II repair	ECO:0000315	IMP	PMID:20357135		3702	TAIR		P
UniProtKB	Q9M0V6	RFNR1	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q9M158	STR4	acts_upstream_of_or_within	GO:0009772	photosynthetic electron transport in photosystem II	ECO:0000315	IMP	PMID:19682289		3702	TAIR		P
UniProtKB	Q9M2D2	VCCN1	acts_upstream_of_or_within	GO:0019684	photosynthesis, light reaction	ECO:0000315	IMP	PMID:27216227		3702	TAIR		P
UniProtKB	Q9M3C6	PSA3	acts_upstream_of_or_within	GO:0048564	photosystem I assembly	ECO:0000315	IMP	PMID:28522455		3702	TAIR		P
UniProtKB	Q9M3C6	PSA3	involved_in	GO:0048564	photosystem I assembly	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037736	3702	InterPro		P
UniProtKB	Q9M3C6	PSA3	involved_in	GO:0048564	photosystem I assembly	ECO:0000315	IMP	PMID:28522455		3702	UniProt		P
UniProtKB	Q9M591	CRD1	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008434	3702	InterPro		P
UniProtKB	Q9M591	CRD1	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q9M7I9	SEP1	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
